name,price (PLN),country,region,appellation,vineyard,vintage,volume (liters),alcohol (%),serving temperature (C),color,kind,taste,style,medals,wegan,natural,punctation,grapes
Maison Louis Latour Pinot Noir Bourgogne AOC,169.0,France,Burgundy,Bourgogne AOC,Maison Louis Latour,2020.0,0.75,,16,red,,dry,,,False,False,,Pinot Noir
Maison Louis Latour Pommard AOC,435.0,France,Burgundy,Pommard AOC,Maison Louis Latour,2018.0,0.75,,18,red,,dry,,,False,False,,Pinot Noir
Maison Louis Latour Pouilly-Fuissé AOC,207.9,France,Burgundy,Pouilly Fuissé AOC,Maison Louis Latour,2021.0,0.75,,12-14,white,,dry,,,False,False,,Chardonnay
Maison Louis Latour Puligny-Montrachet AOC,532.0,France,Burgundy,Puligny Montrachet AOC,Maison Louis Latour,2018.0,0.75,,14,white,,dry,,,False,False,,
"Maison Louis Latour Santenay Premier Cru ""La Comme""",294.0,France,Burgundy,Santenay AOP,Maison Louis Latour,2019.0,0.75,,16-18,red,,dry,,,False,False,,Pinot Noir
Maison Romane Bourgogne Rouge,219.0,France,Burgundy,Bourgogne AOC,,2020.0,0.75,12.0,16-18,red,,dry,average,,False,True,,Pinot Noir
"Maison Romane Gevrey-Chambertin ""La Justice""",718.0,France,Burgundy,Gevrey Chambertin AOC,,2020.0,0.75,12.5,16,red,,dry,average,,False,True,,Pinot Noir
Maison Romane Hautes-Côtes de Nuits Blanc,239.0,France,Burgundy,Hautes-Côtes de Nuits AOC,,2020.0,0.75,12.0,,white,,dry,average,,False,True,,Chardonnay
Maison Romane Hautes-Côtes de Nuits Rouge,379.0,France,Burgundy,Hautes-Côtes de Nuits AOC,,2020.0,0.75,12.5,16-18,red,,dry,average,,False,True,,Pinot Noir
"Maison Romane Marsannay ""Longeroies""",339.0,France,Burgundy,Marsannay AOC,,2020.0,0.75,12.0,15,red,,dry,average,,False,True,,Pinot Noir
Majątek Drzewce Cuvée Red,127.0,Poland,Nałęczów Plateau,,,2020.0,0.75,12.5,16,red,,dry,average,,False,False,,Muscaris
Majątek Drzewce Muscaris,109.0,Poland,Nałęczów Plateau,,,2020.0,0.75,11.0,10,white,,dry,light,,False,False,,Muscaris
Majątek Drzewce Riesling,107.0,Poland,Nałęczów Plateau,,,2021.0,0.75,11.0,8,white,,semi-dry,light,,False,False,,Riesling
Majątek Drzewce Solaris,86.0,Poland,Nałęczów Plateau,,,2021.0,0.75,11.5,10,white,,semi-dry,light,,False,False,,Solaris
Malbec Cedre Heritage Cahors,89.0,France,Southwest France,Cahors AOC,Chateau du Cedre,2020.0,0.75,13.5,18,red,,dry,full,,False,True,,Malbec
Manzanilla La Guita,77.0,Spain,Jerez,Manzanilla Sanlucar de Barrameda D.O.,La Guita,,0.75,15.0,8-10,,sherry,dry,average,,False,False,,Palomino
Marchese Antinori Cuvee Royale Franciacorta DOCG,199.0,Italy,Lombardy,Franciacorta DOCG,Tenuta Montenisa,,0.75,12.0,8,,sparkling,dry,average,,False,False,,"Chardonnay, Pinot Noir, Pinot Blanc"
Marina Cvetic Montepulciano D’Abruzzo DOC Riserva,217.0,Italy,Abruzzo,Montepulciano d Abruzzo DOC,Masciarelli,2018.0,0.75,14.5,18,red,,dry,full,Tre Bicchieri Gambero Rosso,False,False,93.0,Montepulciano
Marina Cvetic Trebbiano D’Abruzzo DOC Riserva,271.0,Italy,Abruzzo,Trebbiano D’Abruzzo DOC,Masciarelli,2018.0,0.75,,10-12,white,,dry,full,,False,False,,Trebbiano d'Abruzzo
Marius Blanc Pays d'Oc IGP,54.0,France,Languedoc (Languedoc),Vin de Pays D Oc,Maison Michel Chapoutier Marius,2021.0,0.75,13.5,,white,,dry,,,False,False,,"Terret, Vermentino"
Marius Rose Pays d'Oc IGP,54.0,France,Languedoc (Languedoc),Vin de Pays D Oc,Maison Michel Chapoutier Marius,2020.0,0.75,13.0,,rose,,dry,,,False,False,,"Grenache, Syrah"
Marius Rouge Pays d'Oc IGP,54.0,France,Languedoc (Languedoc),Vin de Pays D Oc,Maison Michel Chapoutier Marius,2021.0,0.75,13.5,,red,,dry,,,False,False,,"Grenache, Syrah"
Marko Fon Malvasia Istriana Carso DOC,159.0,Slovenia,Carso,Carso DOC,,2020.0,0.75,12.5,10-12,white,,dry,average,,False,True,,Malvasia Istriana
Marko Fon Vitovska Carso DOC,195.0,Slovenia,Carso,Carso DOC,,2020.0,0.75,12.5,10-12,white,,dry,average,,False,True,,Vitovska
Markus Molitor Haus Klosterberg Riesling Trocken Mosel,107.0,Germany,,,Markus Molitor,2021.0,0.75,11.5,9,white,,dry,,,False,False,,Riesling
Markus Molitor Riesling Alte Reben QbA Mosel,170.0,Germany,,Qualitätswein b.A.,,2020.0,0.75,11.5,10,white,,dry,average,,False,False,92.0,Riesling
Markus Molitor Zeltinger Himmelreich Riesling Kabinett Mosel,138.0,Germany,,Mosel QmP,,2016.0,0.75,9.0,8-10,white,,semi-dry,average,,False,False,97.0,Riesling
Marques de Murrieta Castillo Ygay Gran Reserva Especial,1999.0,Spain,,Rioja DOC,Marques de Murrieta,2010.0,0.75,13.5,18,red,,dry,average,,False,False,97.666664,"Tempranillo, Graciano, Garnacha, Mazuelo"
Marques de Murrieta Gran Reserva Finca Ygay – LIMITED EDITION Rioja DOCa,469.0,Spain,,Rioja DOC,Marques de Murrieta,2014.0,0.75,13.5,18,red,,dry,average,,False,False,94.0,"Garnacha, Mazuelo, Tempranillo, Graciano"
Marques de Murrieta Reserva Rioja DOCa,194.0,Spain,,Rioja DOC,Marques de Murrieta,2018.0,0.75,14.0,18,red,,dry,average,,False,False,93.0,"Garnacha, Mazuelo, Tempranillo, Graciano"
Marques de Riscal Tempranillo,65.0,Spain,Castile (Castilla y Leon),Vino de la Tierra,Marques de Riscal,2019.0,0.75,,15,red,,dry,average,,False,False,,"Merlot, Tempranillo"
Marques de Riscal Arienzo Crianza Rioja DOCa,69.0,Spain,Rioja,Rioja DOC,Marques de Riscal,2018.0,0.75,,,red,,dry,,Mundus Vini Silver,False,False,,"Graciano, Tempranillo"
Marques de Riscal Baron de Chirel Reserva Rioja DOCa,699.0,Spain,Rioja,Rioja DOC,Marques de Riscal,2016.0,0.75,,,red,,dry,,,False,False,,Tempranillo
Marques de Riscal Blanco Rueda DO,69.0,Spain,,Rueda DO,Marques de Riscal,2022.0,0.75,,12-14,white,,dry,,Mundus Vini Gold,False,False,,Verdejo
Marques de Riscal Gran Reserva Rioja DOCa,299.0,Spain,Rioja,Rioja DOC,Marques de Riscal,2017.0,0.75,,18,red,,dry,,,False,False,,"Tempranillo, Graciano, Mazuelo"
Marques de Riscal Limousin Fermentado en Barrica Rueda DO,117.0,Spain,,Rueda DO,,2021.0,0.75,,14,white,,dry,,Mundus Vini Gold,False,True,,Verdejo
Marqués de Riscal Organic Blanco Rueda DO,74.0,Spain,,Rueda DO,Marques de Riscal,2018.0,0.75,,12,white,,dry,,,False,True,,Verdejo
Marques de Riscal Organic Sauvignon Rueda DO,85.0,Spain,,Rueda DO,,2021.0,0.75,,10-12,white,,dry,,,False,True,,Sauvignon Blanc
Marques de Riscal Proximo Rioja DOCa,51.0,Spain,Rioja,Rioja DOC,Marques de Riscal,2018.0,0.75,,18,red,,dry,,,False,False,,Tempranillo
Marqués de Riscal Reserva Rioja DOC,139.0,Spain,Rioja,Rioja DOC,Marques de Riscal,2018.0,0.75,14.0,18,red,,dry,full,,True,False,,Tempranillo
Marques de Riscal Vińa Collada Rioja DOCa,51.0,Spain,,Rioja DOC,Marques de Riscal,2018.0,0.75,,16-18,red,,dry,,,False,False,,Tempranillo
Marqués del Atrio Crianza Rioja DOC,59.0,Spain,Rioja,Rioja DOC,,2018.0,0.75,14.0,16,red,,dry,average,,False,False,,"Graciano, Tempranillo"
Marqués Del Atrio Edition La Liga Rioja DOC,49.0,Spain,Rioja,Rioja DOC,,2019.0,0.75,14.0,16,red,,dry,full,,False,False,,"Graciano, Tempranillo"
Marqués del Atrio Faustino Rivero Ulecia Crianza Utiel-Requena DOP,37.0,Spain,Castile (Castilla y Leon),Utiel-Requena DOP,,2019.0,0.75,13.0,16,red,,dry,average,,False,False,,"Bobal, Tempranillo"
Marqués del Atrio Finca El Rubio Rioja DOC,139.0,Spain,Rioja,Rioja DOC,,2017.0,0.75,14.0,16,red,,dry,full,,False,False,,"Graciano, Tempranillo"
Marqués Del Atrio Reserva Rioja DOC,73.0,Spain,Rioja,Rioja DOC,,2016.0,0.75,14.0,16,red,,dry,full,,False,False,,"Graciano, Tempranillo"
Marqués del Atrio Tempranillo · Graciano Rioja DOC,49.0,Spain,Rioja,Rioja DOC,,2022.0,0.75,14.0,16,red,,dry,average,,False,False,,"Graciano, Tempranillo"
Marqués del Atrio Valderivero Crianza Ribera del Duero DO,73.0,Spain,Castile (Castilla y Leon),Ribera del Duero DO,,2021.0,0.75,14.5,16,red,,dry,full,,False,False,,Tempranillo
Marqués del Atrio Valderivero Joven Ribera del Duero DO,45.0,Spain,Castile (Castilla y Leon),Ribera del Duero DO,,2021.0,0.75,14.0,16,red,,dry,average,,False,False,,Tempranillo
Marqués del Atrio Valderivero Roble Ribera del Duero DO,57.0,Spain,Castile (Castilla y Leon),Ribera del Duero DO,,2021.0,0.75,14.0,16,red,,dry,average,,False,False,,Tempranillo
Marqués del Atrio Viura · Vedejo · Sauvignon Blanc Rioja DOC,48.0,Spain,Rioja,Rioja DOC,,2021.0,0.75,13.0,16,white,,dry,average,,False,False,,"Verdejo, Sauvignon Blanc, Viura"
Marramiero DAMA Montepulciano D’Abruzzo DOC,95.0,Italy,Abruzzo,Montepulciano d Abruzzo DOC,,2020.0,0.75,14.0,16-18,red,,dry,average,,False,True,,Montepulciano d'Abruzzo
Marramiero DAMA Trebbiano D’Abruzzo DOC,69.0,Italy,Abruzzo,Trebbiano D’Abruzzo DOC,,2021.0,0.75,12.0,10-12,white,,dry,light,,False,True,,Trebbiano d'Abruzzo
Marramiero Incanto Montepulciano D’Abruzzo DOC,129.0,Italy,Abruzzo,Montepulciano d Abruzzo DOC,,2018.0,0.75,14.0,16-18,red,,dry,full,,False,True,,Montepulciano d'Abruzzo
Marramiero Inferi Montepulciano D’Abruzzo DOC Riserva,213.0,Italy,Abruzzo,Montepulciano d Abruzzo DOC,,2018.0,0.75,14.0,16-18,red,,dry,full,,False,True,,Montepulciano d'Abruzzo
Marramiero Pecorino D’Abruzzo DOC,125.0,Italy,Abruzzo,Pecorino D’Abruzzo DOC,,2021.0,0.75,13.0,10-12,white,,dry,average,,False,True,,Pecorino
Marramiero Punta Di Colle Chardonnay Colline Pescaresi IGT,167.0,Italy,Abruzzo,Colline Pescaresi IGT,,2019.0,0.75,14.5,10-12,white,,dry,full,,False,True,,Chardonnay
Martín Berdugo Barrica Ribera Del Duero DO,97.0,Spain,Ribera del Duero,Ribera del Duero DO,,2018.0,0.75,14.0,15,red,,dry,average,IWC Silver,False,False,,Tempranillo
Martín Berdugo Crianza Ribera Del Duero DO,129.0,Spain,Ribera del Duero,Ribera del Duero DO,,2018.0,0.75,14.5,15,red,,dry,full,Bruxela Złoto,False,False,,Tempranillo
Martín Berdugo Joven Ribera Del Duero DO,67.0,Spain,Ribera del Duero,Ribera del Duero DO,,2017.0,0.75,13.5,15,red,,dry,average,,False,False,,Tempranillo
Martín Códax Alba Martín Albariño Rías Baixas DO BIO,86.0,Spain,Galicia,Rias Baixas DO,,2021.0,0.75,12.5,10-12,white,,dry,average,,True,True,,Albarino
Martín Códax Albariño Rías Baixas DO,107.0,Spain,Galicia,Rias Baixas DO,,2022.0,0.75,12.5,10-12,white,,dry,average,,False,False,,Albarino
Martúe Dauco Tempranillo VdT Castilla,47.0,Spain,Castile-La Mancha,Vino de la Tierra,,2020.0,0.75,14.0,16,red,,dry,average,,False,False,,Tempranillo
Martúe Pago Campo de la Guardia DO,59.0,Spain,Castile-La Mancha,Pago Campo de la Guardia DO,,2018.0,0.75,14.5,16,red,,dry,full,,False,False,,"Malbec, Syrah, Cabernet Sauvignon, Merlot, Petit Verdot"
Mas de Daumas Gassac,402.0,France,Languedoc (Languedoc),,Mas de Daumas Gassac,2020.0,0.75,14.0,18,red,,dry,full,,False,True,93.0,Cabernet Sauvignon
Mas de Mas Saint-Chinian AOC,74.0,France,Languedoc (Languedoc),Saint-Chinian AOC,,2020.0,0.75,14.0,16-18,red,,dry,full,,False,False,90.0,"Carignan, Grenache, Syrah"
Mas de Subira Priorat D.O.,79.0,Spain,Catalonia,Priorat DOQ,Viticultors del Priorat,2018.0,0.75,15.5,17,red,,dry,full,,False,False,,Cabernet Sauvignon
Mas d’en Gil Bellmunt Blanc Priorat DOQ,135.0,Spain,Catalonia,Priorat DOQ,,2020.0,0.75,14.0,16,white,,dry,average,,False,True,,"Grenache Blanc, Viognier, Macabeo"
Mas d’en Gil Bellmunt Negre Priorat DOQ,139.0,Spain,Catalonia,Priorat DOQ,,2018.0,0.75,14.5,16,red,,dry,average,,False,True,,"Carignan, Garnacha"
Mas d’en Gil Coma Vella Priorat DOQ,209.0,Spain,Catalonia,Priorat DOQ,,2016.0,0.75,15.0,16,red,,dry,full,,False,True,,"Carignan, Garnacha, Syrah"
Massa Vecchia Ariento Vermentino IGP,272.0,Italy,Tuscany,Toscana IGT,Massa Vecchia,2019.0,0.75,12.5,14,white,,dry,full,,True,True,,Vermentino
Massa Vecchia Passito IGP,284.0,Italy,Tuscany,Toscana IGT,Massa Vecchia,,0.375,12.0,16,red,,sweet,full,,True,True,,Aleatico
Massa Vecchia Rosato IGP,263.0,Italy,Tuscany,Toscana IGT,Massa Vecchia,2019.0,0.75,13.5,12-14,rose,,dry,full,,True,True,,"Merlot, Malvasia Nera"
Massa Vecchia Sangiovese IGP,239.0,Italy,Tuscany,Toscana IGT,Massa Vecchia,2018.0,0.75,13.5,16,red,,dry,average,,True,True,,Sangiovese
Massaya Gold Reserve,508.0,Lebanon,Bekaa Valley,,Chateau Massaya,2011.0,0.75,,18,red,,dry,,,False,False,,"Shiraz / Syrah, Mourvedre / Monastrell, Cabernet Sauvignon"
Massaya Terasses de Baalbeck,181.0,Lebanon,Bekaa Valley,,Chateau Massaya,2019.0,0.75,,18,red,,dry,,,False,False,,"Cabernet Sauvignon, Cinsault, Grenache"
Massolino Barbera d'Alba DOC,119.0,Italy,Piedmont,Barbera d Alba DOC,,2021.0,0.75,14.5,16-18,red,,dry,full,,False,False,,Barbera
Massolino Chardonnay Langhe DOP,125.0,Italy,Piedmont,Langhe DOP,,2020.0,0.75,13.5,12-14,white,,dry,average,,False,False,,Chardonnay
Massolino Dolcetto d'Alba DOC,99.0,Italy,Piedmont,Dolcetto d Alba DOC,,2021.0,0.75,13.0,16-18,red,,dry,full,,False,False,,Dolcetto
Massolino Nebbiolo Langhe DOP,145.0,Italy,Piedmont,Langhe DOP,,2020.0,0.75,14.0,16-18,red,,dry,full,,False,False,92.0,Nebbiolo
Massolino Rieslling Langhe DOP,149.0,Italy,Piedmont,Langhe DOP,,2019.0,0.75,13.0,12-14,white,,dry,average,,False,False,,Riesling
Mastri Vernacoli Gewürztraminer Trentino DOC,65.0,Italy,Trentino Alto Adige,Trentino DOC,CAVIT Cantina Viticoltori del Trentino,2022.0,0.75,,12,white,,dry,average,,False,False,,Gewürztraminer
Mastri Vernacoli Cabernet Sauvignon Trentino DOC,53.0,Italy,Trentino Alto Adige,Trentino DOC,CAVIT Cantina Viticoltori del Trentino,2021.0,0.75,,16,red,,dry,average,Berliner Gold,False,False,,Cabernet Sauvignon
Mastri Vernacoli Moscato Giallo Vigneti Delle Dolomiti IGT,51.0,Italy,Trentino Alto Adige,Vigneti delle Dolomiti IGT,CAVIT Cantina Viticoltori del Trentino,2022.0,0.75,11.0,,white,,semi-dry,average,,False,False,,Moscato Giallo
Mastri Vernacoli Pinot Grigio Trentino DOC,51.0,Italy,Trentino Alto Adige,Trentino DOC,CAVIT Cantina Viticoltori del Trentino,2022.0,0.75,,,white,,dry,,,False,False,,Pinot Grigio
Mega Spileo Cuvee Red III,96.0,Greece,Peloponnese,,Cavino,2019.0,0.75,14.0,18,red,,dry,full,,False,False,,"Cabernet Sauvignon, Agiorgitiko, Mavrodafne"
Mega Spileo Cuvee White III,96.0,Greece,Peloponnese,,Cavino,2020.0,0.75,12.5,10-12,white,,dry,average,,False,False,,"Chardonnay, Malagousia, Assyrtiko"
Meinklang Burgenland Rot,79.0,Austria,Burgenland,,Meinklang,2021.0,0.75,12.0,14-16,red,,dry,average,,True,True,,"Zweigelt, Kekfrankos, St. Laurent"
Meinklang Burgenland Weiss,79.0,Austria,Burgenland,,Meinklang,2022.0,0.75,11.0,10,white,,dry,light,,True,True,,"Muscat, Grüner Veltliner, Olaszrizling"
Meinklang Foam Vulkán (Somló),89.0,Austria,Burgenland,,Meinklang,2020.0,0.75,10.5,8-10,,sparkling,dry,light,,True,True,,"Harslevelu, Juhfark"
Meinklang Graupert Grauburgunder Burgenland,144.0,Austria,Burgenland,,Meinklang,2021.0,0.75,12.5,14,orange,,dry,average,,True,True,,Pinot Gris
Meinklang Graupert Zweigelt Burgenland,169.0,Austria,Burgenland,,Meinklang,2015.0,0.75,12.5,14,red,,dry,average,,True,True,,Zweigelt
Meinklang Prosa,92.0,Austria,Burgenland,,Meinklang,2022.0,0.75,10.5,8-10,rose,,dry,light,,True,True,,"Zweigelt, Pinot Noir, Blaufrankich"
Meinklang Rotter Mulatschak Burgenland,109.0,Austria,Burgenland,,Meinklang,2022.0,0.75,11.5,14,red,,dry,light,,True,True,,"St. Laurent, Zweigelt"
Meinklang Weisser Mulatschak,96.0,Austria,Burgenland,,Meinklang,2022.0,0.75,11.5,8-10,orange,,dry,light,,True,True,,"Welschriesling, Gewürztraminer, Pinot Gris"
Merayo Aquiana Tinto Mencía Bierzo DO,119.0,Spain,Castile (Castilla y Leon),Bierzo DO,,2017.0,0.75,14.5,16,red,,dry,full,Decanter Gold,False,False,93.0,Mencia
Merayo Godello Bierzo DO,75.0,Spain,Castile (Castilla y Leon),Bierzo DO,,2021.0,0.75,13.0,10,white,,dry,average,,False,False,91.0,Godello
Merayo Las Tres Filas Mencía Bierzo DO,75.0,Spain,Castile (Castilla y Leon),Bierzo DO,,2020.0,0.75,14.0,16,red,,dry,full,,False,False,91.5,Mencia
Merayo Mencía Bierzo DO,49.0,Spain,Castile (Castilla y Leon),Bierzo DO,,2021.0,0.75,13.5,16,red,,dry,average,,False,False,,Mencia
Merlot Insigne Carmen,52.0,Chile,Central Valley,,Carmen,2018.0,0.75,,16,red,,dry,average,,False,False,,Merlot
Merlot Recanati,103.0,Israel,Galilee,,Recanati,2021.0,0.75,13.0,16-18,red,,dry,average,,True,False,,Merlot
Merlot Reserva Vina Falernia,53.0,Chile,Elqui Valley,,Falernia,2019.0,0.75,14.0,,red,,dry,average,,False,False,,Merlot
Meszaros Pal Szekszardi Bikaver,65.0,Hungary,Shakespeare,,Meszaros Pal,2017.0,0.75,13.0,16-18,red,,dry,average,,False,False,,"Kekfrankos, Portugieser, Kadarka"
Michel Guignier Au Bon Grès Fleurie AOC,179.0,France,Burgundy,Vin de France,,2015.0,0.75,12.5,14,red,,dry,average,,True,True,,Gamay
Michel Guignier Granite Beaujolais VdF,159.0,France,Burgundy,Vin de France,,2019.0,0.75,12.5,14,red,,dry,average,,True,True,,Gamay
Michel Guignier La Bonne Pioche Beaujolais Villages AOC,139.0,France,Burgundy,Beaujolais-Villages AOC,,2020.0,0.75,11.5,14,red,,dry,light,,True,True,,Gamay
Michel Guignier Moncailleux Beaujolais VdF,199.0,France,Burgundy,Vin de France,,2017.0,0.75,12.5,14,red,,dry,average,,True,True,,Gamay
MicroBioWines Brutal! Rufete Castilla y Leon,163.0,Spain,Castile (Castilla y Leon),,,2022.0,0.75,13.5,14,red,,dry,average,,True,True,,Rufete
MicroBioWines Brutal! Syrah Castilla y Leon,163.0,Spain,Castile (Castilla y Leon),,,2022.0,0.75,13.5,14,red,,dry,average,,True,True,,Syrah
"MicroBioWines Kilómetro 0 ""El Origen"" Castilla y Leon",179.0,Spain,Castile (Castilla y Leon),,,2021.0,0.75,13.0,10-12,orange,,dry,average,,True,True,,Verdejo
MicroBioWines Microbio Castilla y Leon,179.0,Spain,Castile (Castilla y Leon),,,2020.0,0.75,13.5,10-12,white,,dry,average,,False,True,,Verdejo
MicroBioWines Nieva York Pet-Nat,159.0,Spain,Castile (Castilla y Leon),,,2021.0,0.75,12.0,6-10,,sparkling,dry,average,,False,False,,Verdejo
MicroBioWines Rack Castilla y Leon,183.0,Spain,Castile (Castilla y Leon),,,2021.0,0.75,13.0,10-12,white,,dry,average,,False,True,,Verdejo
MicroBioWines Respublica Verdejo Castilla y Leon,599.0,Spain,Castile (Castilla y Leon),,,2020.0,0.75,13.5,10-12,white,,dry,average,,False,True,,Verdejo
Mirco Mariotti Centro Orange Pet-Nat,117.0,Italy,Emilia Romana,Emilia IGT,Mirco Mariotti,2022.0,,12.5,,,sparkling,dry,average,,False,True,,Garganega
Mirco Mariotti Sèt e Mèz Rosato Pet-Nat,96.0,Italy,Emilia Romana,Emilia IGT,Mirco Mariotti,2020.0,,12.5,,,sparkling,dry,average,,False,True,,Fortana
Mirco Mariotti Surliè! Pet-Nat,97.0,Italy,Emilia Romana,Emilia IGT,Mirco Mariotti,2020.0,,12.5,,,sparkling,dry,average,,False,True,,Fortana
Misty Cove Sauvignon Blanc Marlborough,69.0,New Zealand,Marlborough,,,2022.0,0.75,13.0,12-14,white,,dry,light,,False,False,,Sauvignon Blanc
Miłość - Winnica na Dziole,72.0,Poland,Lesser Poland,,Winnica Na Dziole,,0.75,12.5,10-12,white,,semi-dry,average,,False,False,,"Solaris, Johanniter"
Monte Zovo Amarone Valpolicella DOCG,252.0,Italy,Veneto,Amarone della Valpolicella Classico DOCG,Monte Zovo,2017.0,0.75,16.0,,red,,dry,full,Tre Bicchieri Gambero Rosso,False,False,,"Corvina, Rondinella, Molinara"
Monte Zovo Recioto della Valpolicella DOCG,149.0,Italy,Veneto,Recioto d. Valpolicela VP DOC,Monte Zovo,2020.0,0.375,,,red,,sweet,,,False,False,,"Corvina, Corvinone, Rondinella"
Monte Zovo Ripasso Valpolicella DOC,109.0,Italy,Veneto,Valpolicella DOC,Monte Zovo,2018.0,0.75,,,red,,dry,,,False,False,,"Corvina, Rondinella, Molinara"
Monte Zovo Valpolicella DOC,79.0,Italy,Veneto,Valpolicella DOC,Monte Zovo,2019.0,0.75,,,red,,dry,,,False,False,,"Corvina, Rondinella, Molinara"
"Montelliana ""Meliora"" Brut Prosecco Rose DOC",63.0,Italy,Veneto,Prosecco DOC,Cantina Montelliana,,0.75,11.0,8,,sparkling,dry,,,False,False,,"Glera, Pinot Noir"
Montelliana Prosecco Spumante Extra Dry Treviso DOC - Magnum,177.0,Italy,Veneto,Prosecco DOC,Cantina Montelliana,,1.5,,8,,,semi-dry,light,Berliner Gold,False,False,,Glera
Montelliana Prosecco Spumante Extra Dry Treviso DOC - Jeroboam,499.0,Italy,Veneto,Prosecco DOC,Cantina Montelliana,,3.0,,8,,,semi-dry,light,Berliner Gold,False,False,,Glera
Montelliana Frizzante Prosecco Treviso DOC,52.0,Italy,Veneto,,Cantina Montelliana,,0.75,,8,,sparkling,,,,False,False,,Glera
Montelliana Mont Blanc Frizzante Veneto IGT,33.0,Italy,Veneto,Veneto IGT,Cantina Montelliana,,0.75,,8-10,,sparkling,,,,False,False,,Glera
Montelliana Prosecco Spumante Brut Treviso DOC,59.0,Italy,Veneto,Prosecco DOC,Cantina Montelliana,,0.75,,8,,,dry,,Berliner Gold,False,False,,Glera
Montelliana Prosecco Spumante Extra Dry Treviso DOC,59.0,Italy,Veneto,Prosecco DOC,Cantina Montelliana,,0.75,,8,,,semi-dry,light,Berliner Gold,False,False,,Glera
Montelliana Prosecco Spumante Extra Dry Treviso DOC,25.0,Italy,Veneto,Prosecco DOC,Cantina Montelliana,,0.2,,8,,,semi-dry,light,Berliner Gold,False,False,,Glera
Morellino di Scansano DOCG Lohsa Poliziano,99.0,Italy,Tuscany,Morellino di Scansano DOCG,Poliziano,2021.0,0.75,14.0,16,red,,dry,average,,False,False,,"Ciliegiolo, Sangiovese"
Morgante Don Antonio Nero d'Avola Riserva Sicilia DOC,229.0,Italy,Sicily,Sicilia DOC,,2018.0,0.75,14.5,16-18,red,,dry,full,,False,False,93.0,Nero d'Avola
Morgante Nero d'Avola Sicilia DOC,89.0,Italy,Sicily,Sicilia DOC,,2019.0,0.75,14.5,16,red,,dry,average,,False,False,90.0,Nero d'Avola
Mosaico Branco Vinho Verde DOC Casa Santos Lima,36.0,Portugal,Minho - Vinho Verde,Vinho Verde DOC,Casa Santos Lima,2022.0,0.75,11.0,10,white,,semi-dry,,,True,False,,"Loureiro, Arinto"
Mosaico de Portugal Tinto Casa Santos Lima,40.0,Portugal,Lisboa,Vinho Regional Lisboa,Casa Santos Lima,2019.0,0.75,13.0,16-18,red,,dry,,,False,False,,"Touriga Nacional, Castelao"
Moselland J. Meyer vin de cépage Riesling Rheinhessen,49.0,Germany,Rheinhessen,,,2022.0,0.75,11.5,8-10,white,,semi-dry,average,,False,False,,Riesling
Moselland Riesling Kabinett Mosel QbA,49.0,Germany,Moselle-Saar-Ruwer,Mosel QbA,,2021.0,0.75,8.5,8-10,white,,semi-dry,light,,False,False,,Riesling
Moulin de Gassac Merlot,59.0,France,Languedoc (Languedoc),Vin de Pays D Oc,Mas de Daumas Gassac,2020.0,0.75,13.5,18,red,,dry,average,,False,True,,Merlot
Moulin de Gassac Syrah,59.0,France,Languedoc (Languedoc),Vin de Pays D Oc,Mas de Daumas Gassac,2021.0,0.75,13.5,18,red,,dry,average,,False,True,,Shiraz / Syrah
Mud House Pinot Noir,133.0,New Zealand,Central Otago,,Mud House,2020.0,0.75,13.5,16,red,,dry,light,,False,False,,Pinot Noir
Murdoch Hill Pinot Noir Adelaide Hills,175.0,Australia,Adelaide Hills,,,2021.0,,12.5,15,red,,dry,average,,True,True,,Pinot Noir
Murdoch Hill Sauvignon Blanc Adelaide Hills,149.0,Australia,Adelaide Hills,,,2020.0,,11.5,10,white,,dry,average,,True,True,,Sauvignon Blanc
Murdoch Hill Syrah Adelaide Hills,175.0,Australia,Adelaide Hills,,,2020.0,,12.0,15,red,,dry,average,,True,True,,Shiraz / Syrah
Mureda Ecologico Blanco VdT Castilla,29.0,Spain,,Castilla VdT,Bodegas Mureda,2022.0,0.75,11.5,10-12,white,,dry,light,,True,True,,"Verdejo, Sauvignon Blanc"
Mureda Ecologico Tinto VdT Castilla,29.0,Spain,Castile (Castilla y Leon),Castilla VdT,Bodegas Mureda,2021.0,0.75,12.5,,red,,dry,average,,True,True,,"Tempranillo, Syrah"
Mureda Mosaico Tempranillo Organic VdT Castilla,33.0,Spain,Castile (Castilla y Leon),Castilla VdT,,2021.0,0.75,,,red,,dry,light,,True,True,,Tempranillo
Mureda Mosaico Verdejo Organic VdT Castilla,33.0,Spain,Castile (Castilla y Leon),Castilla VdT,Bodegas Mureda,2021.0,0.75,,,white,,dry,average,,True,True,,Verdejo
Murviedro Audentia Petit Verdot Valencia DOP,49.0,Spain,Valencia,Valencia DOP,,2020.0,0.75,14.0,16,red,,dry,full,,False,False,,Petit Verdot
Murviedro Audentia Reserva Valencia DOP,62.0,Spain,Valencia,Valencia DOP,,2020.0,0.75,14.0,16,red,,dry,full,,True,False,,"Cabernet Sauvignon, Tempranillo, Monastrell"
Murviedro Galeam Monastrell Organic Aliicante DOP,62.0,Spain,Valencia,Alicante DO,,2020.0,0.75,13.5,16,red,,dry,full,,True,True,,Monastrell
Murviedro Pugnus Bobal Utiel-Requena DOP,49.0,Spain,Valencia,Utiel-Requena DOP,,2018.0,0.75,13.5,16,red,,dry,full,,True,False,,Bobal
