Brand Name,Device Type,Model Name,Color,Selling Price,Original Price,Display,Rating (Out of 5),Strap Material,Average Battery Life (in days),Reviews
GARMIN ,Smartwatch,Approach S12,"Black, White","18,990","20,990",OLED Display,4,Silicone,12,
GARMIN ,Smartwatch,Instinct,Graphite,"19,990","28,490",AMOLED Display,5,Silicone,7,
GARMIN ,Smartwatch,Vivomove 3,Black,"19,990","25,990",OLED Display,,Silicone,7,
GARMIN ,Smartwatch,Fenix 6X Solar,"Black, Grey","1,05,990","1,19,490",AMOLED Display,,Leather,45,
GARMIN ,Smartwatch,Fenix 6,"Grey, Blue","77,990","86,690",OLED Display,,Nylon,45,
GARMIN ,Smartwatch,Fenix 5X,Black,"58,490","58,490",OLED Display,,Silicone,30,
GARMIN ,Smartwatch,Vivomove Luxe,"Black, Silver, White","39,990","52,990",AMOLED Display,,Silicone,14,
GARMIN ,Smartwatch,Fenix 6,"Black, Grey","74,990","82,990",OLED Display,,Leather,30,
GARMIN ,Smartwatch,Vivomove,Black,"31,990","36,790",AMOLED Display,3.3,Silicone,7,
GARMIN ,Smartwatch,Fenix 6S,"Black, Grey","70,990","84,090",LED Display,,Stainless Steel,30,
GARMIN ,Smartwatch,Forerunner 945,"Black, Blue","56,490","62,490",OLED Display,4.2,Silicone,14,
GARMIN ,Smartwatch,Forerunner 55,Black,"20,990","20,990",AMOLED Display,,Silicone,7,
GARMIN ,Smartwatch,VIVOMOVE LUXE,Navy ,"35,990","47,490",AMOLED Display,,Silicone,14,
GARMIN ,Smartwatch,Lily,Black,"23,490","25,990",AMOLED Display,3.3,Silicone,7,
GARMIN ,Smartwatch,Fenix 5X Plus,"White, Black","59,990","79,990",AMOLED Display,,Silicone,30,
GARMIN ,Smartwatch,Swim 2,Slate,"20,990","26,990",AMOLED Display,,Silicone,7,
GARMIN ,Smartwatch,Vivoactive 3 Element,Grey,"14,990","16,990",AMOLED Display,3,Silicone,7,
GARMIN ,Smartwatch,Vivomove 3S,Black,"19,990","25,990",AMOLED Display,,Silicone,14,
GARMIN ,Smartwatch,Forerunner 55,White,"20,990","20,990",OLED Display,,Silicone,14,
GARMIN ,Smartwatch,Vivoactive 3 Music,Black,"23,990","29,290",OLED Display,3.6,Silicone,14,
GARMIN ,Smartwatch,Vivomove HR,Black,"16,990","17,990",OLED Display,3.6,Silicone,14,
GARMIN ,Smartwatch,Fenix 6X,"Bluw, White ","86,990","96,390",OLED Display,,Leather,45,
GARMIN ,Smartwatch,HRM-Swim,Black,"8,990","8,990",AMOLED Display,,Silicone,14,
GARMIN ,Smartwatch,Garmin Instinct Solar Tactical,Grey ,"46,990","51,990",AMOLED Display,,Silicone,14,
GARMIN ,Smartwatch,Fenix 5S Frost Blue,Blue Sapphire,"39,990","53,190",AMOLED Display,,Silicone,30,
GARMIN ,Smartwatch,Forerunner 935,Tidal Blue,"39,990","48,790",AMOLED Display,4.7,Silicone,14,
GARMIN ,Smartwatch,Hybrid 3,Black,"19,990","25,990",LED Display,,Silicone,14,
GARMIN ,Smartwatch,Forerunner 245 Music Japan Edition,"Red, White ","29,990","36,490",LED Display,,Silicone,14,
GARMIN ,Smartwatch,Fenix 5,Black,"47,990","52,990",AMOLED Display,,Silicone,30,
GARMIN ,Smartwatch,Instinct Solar Tidal,"Tidal Blue, Flame Red","34,990","41,490",AMOLED Display,,Silicone,14,
GARMIN ,Smartwatch,Fenix 5S Plus,Blue Sapphire,"49,990","53,190",AMOLED Display,,Silicone,30,
GARMIN ,Smartwatch,Fenix 6 Sapphire Titanium,Blue Sapphire,"81,990","96,690",AMOLED Display,,Leather ,45,
GARMIN ,Smartwatch,Fenix 6 Sapphire Gray DLC,Black,"74,990","82,990",AMOLED Display,,Leather,30,
GARMIN ,Smartwatch,Vivoactive 3 Music,Blue,"26,990","26,990",OLED Display,3.6,Silicone,14,
GARMIN ,Smartwatch,Forerunner 935,Flame Red,"33,742","48,990",OLED Display,4.7,Silicone,14,
GARMIN ,Smartwatch,Forerunner 745 Whitestone,White,"46,990","51,990",OLED Display,,Silicone,14,
GARMIN ,Smartwatch,VIVOACTIVE 4S,Powder Gray,"34,990","34,990",OLED Display,,Silicone,14,
GARMIN ,Smartwatch,Forerunner 935,"Black, Green, Yellow","42,990","42,990",OLED Display,4.7,Silicone,14,
GARMIN ,Smartwatch,Forerunner 235,Black,"18,990","22,990",LED Display,4.7,Silicone,14,
GARMIN ,Smartwatch,Fenix 6S,"Black, White","77,990","86,690",AMOLED Display,,Nylon,45,
GARMIN ,Smartwatch,Forerunner 235,Blue,"24,990","31,197",LED Display,4.7,Silicone,14,
GARMIN ,Smartwatch,Venu,Black,"32,990","39,990",LED Display,4,Silicone,14,
GARMIN ,Smartwatch,Vivoactive 4,Black,"28,990","34,990",AMOLED Display,4.3,Silicone,14,
GARMIN ,Smartwatch,Forerunner 245 Music,"Grey, White","33,490","34,990",AMOLED Display,4.2,Silicone,14,
GARMIN ,Smartwatch,Fenix 6 Pro Solar,Yellow,"84,490","88,490",AMOLED Display,,Nylon,45,
GARMIN ,Smartwatch,Garmin Instinct Solar Tactical,White,"42,990","47,490",AMOLED Display,,Silicone,14,
GARMIN ,Smartwatch,Forerunner 745 Black,Black,"46,990","51,990",AMOLED Display,5,Silicone,14,
GARMIN ,Smartwatch,Vivoactive HR,Black,"21,990","21,990",AMOLED Display,3.5,Silicone,14,
GARMIN ,Smartwatch,Fenix 5s,Blue Sapphire,"54,990","54,990",AMOLED Display,,Silicone,30,
GARMIN ,Smartwatch,vivoactive 4S 40mm,"Rose Gold, Slate Black","28,990","34,990",AMOLED Display,5,Silicone,14,
GARMIN ,Smartwatch,Instinct,"Blue, Orange","25,249","26,990",OLED Display,4.4,Silicone,14,
GARMIN ,Smartwatch,Instinct Solar Camo Edition,"Black, Grey","47,490","47,490",AMOLED Display,4.7,Silicone,14,
GARMIN ,Smartwatch,Vivomove 3S,Black,"19,990","25,990",AMOLED Display,,Silicone,14,
GARMIN ,Smartwatch,Lily,"Purple, White","18,990","20,990",LED Display,3.3,Silicone,14,
GARMIN ,Smartwatch,Vivoactive 3 Element Cerise,Cerise,"14,990","16,990",LED Display,,Silicone,14,
GARMIN ,Smartwatch,Forerunner 235,Black,"21,999","27,790",LED Display,4.7,Silicone,14,
GARMIN ,Smartwatch,VIVOMOVE 3S Navy,Rose Gold,"19,990","25,990",LED Display,,Silicone,14,
GARMIN ,Smartwatch,Fenix 5s,"Black, White ","34,990","49,990",AMOLED Display,,Silicone,30,
GARMIN ,Smartwatch,Vivoactive 4,Purple,"28,990","34,990",LED Display,4.3,Silicone,14,
GARMIN ,Smartwatch,Vivoactive 3 Music,White,"19,144","26,990",LED Display,3.6,Silicone,14,
GARMIN ,Smartwatch,Forerunner15 Heart,Black,"12,999","14,499",AMOLED Display,4.7,Silicone,14,
GARMIN ,Smartwatch,Running GPS 935,Black,"42,990","42,990",AMOLED Display,,Leather,14,
GARMIN ,Smartwatch,Forerunner,Black,"44,990","44,990",AMOLED Display,,Leather,14,
GARMIN ,Smartwatch,Approach S20,"Black, White ","15,990","19,990",OLED Display,4.1,Silicone,12,
GARMIN ,Smartwatch,Forerunner 235 Activity Tracker,Black,"22,990","22,990",AMOLED Display,,Silicone,14,
GARMIN ,Smartwatch,Vivoactive 3 element,Black,"22,990","29,990",AMOLED Display,3.6,Silicone,14,
GARMIN ,Smartwatch,Fenix,Black,"54,990","54,990",AMOLED Display,,Leather,30,
GARMIN ,Smartwatch,Forerunner 35,Frost Blue,"16,990","16,990",AMOLED Display,,Silicone,14,
GARMIN ,Smartwatch,Forerunner,Black,"16,990","16,990",AMOLED Display,,Silicone,14,
GARMIN ,Smartwatch,Forerunner,Blue,"29,990","29,990",AMOLED Display,,Silicone,14,
GARMIN ,Smartwatch,Vivoactive 3 element,Grey,"13,578","24,990",LED Display,3.6,Silicone,14,
GARMIN ,Smartwatch,Rubber 35,Black,"16,990","16,990",LED Display,2,Silicone,14,
GARMIN ,Smartwatch,FORRUNNER 235,Black,"22,990","22,990",LED Display,,Silicone,14,
GARMIN ,Smartwatch,Forerunner,Black,"27,990","27,990",LED Display,,Silicone,14,
GARMIN ,Smartwatch,Forerunner Fitness Notifier,Black,"15,990","16,743",LED Display,,Silicone,14,
GARMIN ,Smartwatch,Vivomove HR,Black,"12,990","19,990",LED Display,3.7,Silicone,14,
GARMIN ,Smartwatch,Vivoactive 3 element,Blue,"16,990","16,990",AMOLED Display,3.6,Silicone,14,
GARMIN ,Smartwatch,Vivoactive,Black,"27,990","27,990",AMOLED Display,4.8,Silicone,14,
GARMIN ,Smartwatch,Forerunner 735XT,Black,"39,990","39,990",LED Display,,Silicone,14,
GARMIN ,Smartwatch,HR GPS Smart,Black,"15,999","20,000",AMOLED Display,,Silicone,14,
GARMIN ,Smartwatch,Hybrid,Rose Gold,"15,911","21,335",LED Display,,Silicone,7,
OnePlus ,Smartwatch,Watch,"Black, Silver","14,999","16,999",AMOLED Display,4.4,Elastomer,14,
Huawei,Smartwatch,GT2 46mm,"Black, Brown","14,990","20,990",AMOLED Display,4.5,Elastomer,14,
Huawei,Smartwatch,GT2 Pro,Black,"22,990","29,990",AMOLED Display,4.4,Elastomer,14,
Huawei,Smartwatch,GT2 Pro,Grey,"24,990","34,990",AMOLED Display,3.5,Elastomer,14,
Huawei,Smartwatch,GT2 eSport,Black,"11,990","19,990",AMOLED Display,4.3,Elastomer,14,
Huawei,Smartwatch,GT2 eSport,Red,"8,990","19,990",AMOLED Display,4.3,Elastomer,14,
Huawei,Smartwatch,GT2 eActive,"Green, Red","11,990","19,990",AMOLED Display,4.3,Thermoplastic polyurethane,14,
Huawei,Smartwatch,GT2 42mm,Black,"14,990","19,990",AMOLED Display,4.3,Elastomer,14,
Huawei,Smartwatch,Stainless Steel,Black,"19,990","19,990",AMOLED Display,4.5,Leather,14,
Huawei,Smartwatch,GT Active,Green,"8,990","20,990",AMOLED Display,4.4,Silicone,14,
Huawei,Smartwatch,GT Active,Orange,"15,990","20,990",AMOLED Display,4.4,Silicone,14,
Huawei,Smartwatch,GT Sport,Black,"10,990","20,990",AMOLED Display,4.4,Silicone,14,
Huawei,Smartwatch,GT Classic,Brown,"10,990","21,990",AMOLED Display,4.5,Leather,14,
Huawei,Smartwatch,GT2 46mm,Grey,"20,990","30,990",AMOLED Display,4.5,Stainless Steel,14,
Huawei,Smartwatch,Fit,Blue,"9,999","9,999",AMOLED Display,3.4,Silicone,7,
Huawei,Smartwatch,Fit,Orange,"6,999","9,999",AMOLED Display,3.4,Silicone,7,
Huawei,Smartwatch,Watch 2 Sport,Black,"29,999","29,999",AMOLED Display,3.8,Silicone,7,
Huawei,Smartwatch,Watch 32564546,Black,"49,999","49,999",AMOLED Display,4.1,Silicone,14,
Huawei,Smartwatch,Watch 2,Black,"25,999","25,999",AMOLED Display,3.9,Leather,7,
Huawei,Smartwatch,Watch 36456,Black,"55,000","55,000",AMOLED Display,4.1,Silicone,14,
Huawei,Smartwatch,GT Fortuna-B19S Sport,Black,"13,990","20,990",AMOLED Display,4.1,Elastomer,14,
GOQii,FitnessBand,HR,Black,"1,999","1,999",OLED Display,3.8,Silicone,7,
GOQii,FitnessBand,Vital,Black,"3,499","3,499",OLED Display,3.7,Thermoplastic polyurethane,7,
FOSSIL ,Smartwatch,Gen 5E,"Grey, Multicolor","18,495","18,495",AMOLED Display,4.2,Stainless Steel,1,
boAt ,Smartwatch,Vertex,"Grey, Blue, Black, Red","2,499","6,990",AMOLED Display,3.9,Silicone,7,1301
Crossbeats,Smartwatch,Orbit Sport,Black,"3,799","9,999",IPS Display,4.1,Silicone,10,319
Crossbeats,Smartwatch,Ignite S3,"Silver, Black, Green","3,999","9,999",IPS Display,3.9,Silicone,7,96
Crossbeats,Smartwatch,Ace,Grey,"2,999","9,999",IPS Display,3.9,Silicone,15,545
Crossbeats,Smartwatch,Orbit ,"Black, Blue","3,799","9,999",IPS Display,3.7,Silicone,10,281
Crossbeats,Smartwatch,Ignite  ,Green,"2,799","7,999",IPS Display,3.9,Silicone,10,309
Crossbeats,Smartwatch,Ignite Pro,"Silver, Black","2,999","9,999",IPS Display,4.2,Silicone,7,84
Crossbeats,Smartwatch,Orbit - Special Edition,Brown,"4,190","9,999",IPS Display,3.9,Leather,10,108
Crossbeats,Smartwatch,Trak,Black,"3,999","9,999",IPS Display,3.8,Silicone,15,127
dizo by realme ,Smartwatch,Watch 2,"Black, Blue, Grey, Pink, White","2,699","3,999",LCD Display,4.3,Silicone,10,
dizo by realme ,Smartwatch,Watch Pro,"Blue, Black","3,799","5,999",LCD Display,4.2,Silicone,14,360
Noise ,Smartwatch,ColorFit Caliber,"Black, Blue, White","2,699","3,999",TFT-LCD Display,4.3,Silicone,15,
Noise ,Smartwatch,Evolve 2 ,"Black, Grey, Pink","3,999","7,999",AMOLED Display,3.9,Silicone,7,
Noise ,Smartwatch,ColorFit IconBuzz,"Black, Green, Grey","4,999","4,999",TFT-LCD Display,,Silicone,7,
Ptron,Smartwatch,Pulsefit,Black,799,"3,199",TFT-LCD Display,2.5,Silicone,3,264
Ptron,Smartwatch,Pulsefit P461,"Black, Blue","1,399","2,999",TFT-LCD Display,3.3,Silicone,3,477
Ptron,Smartwatch,Pulsefit P261,Blue,"1,299","2,999",TFT-LCD Display,3.1,Silicone,3,327
Ptron,Smartwatch,Tronite,Brown,949,"2,000",LCD Display,3.7,Silicone,3,16
Ptron,Smartwatch,Rhythm,White,"1,099","3,000",LCD Display,3.4,Silicone,7,120
Zebronics,Smartwatch,ZEB-FIT8220CH,"Black, Blue, Red, Rose Gold","2,199","3,999",TFT-LCD Display,4.5,Silicone,7,34
Zebronics,Smartwatch,ZEB-FIT4220CH,"Black, Grey, Silver","3,299","7,999",TFT-LCD Display,4.2,Silicone,10,46
Zebronics,Smartwatch,ZEB-FIT920CH,"Black, Grey, Red","2,499","4,499",TFT-LCD Display,4.6,Thermoplastic polyurethane,7,41
Zebronics,Smartwatch,ZEB-FITMe,"Black, Blue, Green, Grey, Pink","2,799","4,999",TFT-LCD Display,4.5,Thermoplastic polyurethane,7,29
Zebronics,Smartwatch,ZEB-FIT5220CH,Gold,"3,299","4,999",TFT-LCD Display,,Rubber,7,
Zebronics,Smartwatch,ZEB-FIT1220CH,Silver,"3,499","3,999",TFT-LCD Display,,Silicone,7,
Zebronics,Smartwatch,ZEB-FIT5220CH,Blue,"3,299","4,999",TFT-LCD Display,,Rubber,7,
Zebronics,Smartwatch,ZEB-FIT650CH,Black,"3,297","4,199",TFT-LCD Display,2.9,Silicone,7,5
Zebronics,Smartwatch,Smarttime 200,Black,"1,499","2,999",TFT-LCD Display,3.1,Rubber,3,5
Zebronics,FitnessBand,ZEB-FIT450,Blue,"1,699","1,899",TFT-LCD Display,3.3,Silicone,3,
Zebronics,FitnessBand,zeb-fit,"Black, Grey","1,283","1,899",TFT-LCD Display,3.3,Silicone,3,4
Zebronics,Smartwatch,Fit-650,Black,"2,949","4,199",TFT-LCD Display,3.1,Leather,3,3
Fire-Boltt,Smartwatch,Ninja touch to Wake,"Beige, Black, Grey","1,899","4,999",HD Display,3.9,Silicone,5,6046
Fire-Boltt,Smartwatch,Ultron,"Black, Blue, Grey, Pink ","3,999","10,999",AMOLED Display,4.1,Silicone,5,229
Fire-Boltt,Smartwatch,Ninja Pro,"Black, Blue, Green, Red, Beige, Grey","1,999","4,999",HD Display,4,Silicone,10,688
Fire-Boltt,Smartwatch,Mercury,"Black, Beige, Grey","2,499","7,999",HD Display,4,Silicone,8,4941
Fire-Boltt,Smartwatch,SpO2 Full Touch,"Black, Blue, Grey, Pink, Gold","2,999","5,999",HD Display,4,Silicone,8,2525
Fire-Boltt,Smartwatch,Max,"Black, Blue, Green","4,499","12,999",AMOLED Display,4,Silicone,10,519
Fire-Boltt,Smartwatch,AI-BT Calling,"Black, Blue, Grey, Pink","4,499","9,999",HD Display,3.7,Silicone,10,423
Fire-Boltt,Smartwatch,BSW004,Green,"4,800","9,999",LCD Display,,Silicone,7,
Fire-Boltt,Smartwatch,Spin,"Blue, Grey, Pink","5,846","5,999",TFT-LCD Display,2.4,Silicone,5,15
Fire-Boltt,Smartwatch,Talk Bluetooth,"Black, Grey, Green","3,499","9,999",HD Display,4.1,Silicone,10,923
Fire-Boltt,Smartwatch,Almighty,Orange,"4,999","14,999",AMOLED Display,4.1,Silicone,10,212
Fire-Boltt,Smartwatch,Mercury,Red,"2,999","7,999",HD Display,4,Silicone,8,4941
Fire-Boltt,Smartwatch,Spin,White,"5,846","5,999",TFT-LCD Display,2.4,Silicone,5,15
Fire-Boltt,Smartwatch,Ninja Pro,White,"1,999","4,999",HD Display,4,Silicone,10,688
